cvss_score,epss_score,kev_status,internet_exposed,patch_available,asset_criticality,control_effectiveness,open_vulnerability_count,high_vulnerability_count,business_criticality,exploited
2.59,0.1664,1,1,0,3,0.3942,4,0,0,1
6.32,0.1002,0,1,1,3,0.5064,1,1,1,1
4.67,0.0551,0,0,0,2,0.332,1,2,0,0
8.51,0.2582,0,0,0,2,0.7461,1,1,2,1
5.29,0.5937,1,0,0,1,0.313,3,0,1,1
6.24,0.0096,0,1,1,1,0.3006,2,0,1,0
5.1,0.033,0,1,1,3,0.6801,3,0,1,1
10.0,0.1755,0,1,1,1,0.7306,0,2,3,1
5.79,0.3718,0,0,1,0,0.4937,4,3,1,0
10.0,0.3506,0,0,1,0,0.7672,8,0,2,1
8.29,0.0524,0,0,1,2,0.7492,7,2,2,0
7.56,0.012,0,0,1,1,1.0,2,2,2,0
7.31,0.2856,0,0,1,0,0.7332,2,2,1,0
7.37,0.2044,0,0,1,2,0.9768,4,0,1,0
2.26,0.0283,1,0,1,1,0.5655,1,2,2,0
5.89,0.1482,1,0,1,1,0.8999,4,2,3,0
8.36,0.3222,0,0,1,0,0.9052,0,3,3,0
6.39,0.0078,0,0,1,0,0.5143,1,1,1,0
3.41,0.0296,0,1,1,0,0.3779,4,0,1,0
6.38,0.0171,0,1,1,1,0.4218,4,0,1,0
10.0,0.0378,0,0,0,2,0.6538,2,0,2,0
9.24,0.0742,0,1,1,2,0.2626,1,0,1,1
6.36,0.0453,0,1,1,1,0.4366,4,0,1,0
8.59,0.0003,0,0,1,2,0.8493,2,0,1,1
5.69,0.0001,0,0,1,0,0.7167,1,3,2,0
2.75,0.4421,0,1,1,0,0.0,2,1,1,0
4.47,0.0676,0,1,1,2,0.2168,2,0,2,1
9.94,0.0886,0,0,0,1,1.0,7,1,1,1
5.9,0.2323,0,0,0,2,0.8449,3,1,1,1
5.96,0.154,0,1,1,0,0.4043,0,4,1,1
5.84,0.481,1,0,1,0,0.1779,3,0,2,1
10.0,0.0009,0,1,0,2,0.2376,5,1,1,1
10.0,0.0336,0,0,0,0,0.6773,0,0,2,0
10.0,0.1517,0,1,1,0,1.0,1,1,3,1
6.15,0.2116,0,0,1,1,1.0,3,2,1,0
7.15,0.0415,0,0,1,1,0.1561,3,1,2,1
3.16,0.1192,0,1,0,2,0.4761,2,1,2,1
9.75,0.2085,1,0,1,2,0.3357,2,2,1,1
3.93,0.7562,0,0,0,2,0.5842,2,3,0,1
6.98,0.518,0,1,1,1,0.2172,6,2,3,1
4.09,0.279,0,0,0,1,0.4135,4,1,1,0
5.2,0.3433,0,0,1,2,0.3332,1,1,1,0
4.66,0.0874,0,0,0,0,0.6809,3,0,2,0
5.16,0.5692,0,1,1,1,0.4213,5,1,1,0
5.31,0.2952,0,1,1,2,0.4572,4,3,0,1
5.29,0.973,0,1,0,1,0.6777,1,2,3,0
8.33,0.1111,0,0,0,2,0.9606,2,1,0,0
4.07,0.0201,0,0,1,0,1.0,2,2,0,0
6.99,0.0004,1,0,1,2,0.664,4,1,1,1
9.18,0.1456,0,1,0,0,0.5279,2,2,1,1
5.37,0.1141,0,1,1,2,0.8791,5,1,3,1
4.92,0.007,0,1,1,0,0.8418,4,1,3,1
5.99,0.1864,0,1,0,2,0.7705,4,0,2,1
9.1,0.0037,0,0,0,1,0.1552,3,1,2,0
6.93,0.301,0,0,1,2,0.852,1,0,2,0
5.33,0.4026,0,1,1,2,0.6396,2,0,2,1
7.56,0.0294,0,0,0,0,0.3266,3,2,2,1
4.07,0.0068,0,0,1,1,0.382,4,1,1,1
8.0,0.0094,0,1,0,3,0.6955,3,1,1,1
7.4,0.0888,0,0,1,1,0.0,2,0,1,0
5.82,0.6704,0,0,0,2,0.5186,5,1,0,0
4.66,0.0261,1,0,1,0,0.3862,0,1,3,0
4.55,0.1518,0,1,1,2,0.3608,5,0,2,1
7.68,0.2553,0,0,1,0,0.4357,2,1,1,0
9.2,0.1371,0,1,1,2,0.1801,2,1,1,1
5.1,0.3747,0,0,1,1,0.8131,2,1,3,1
7.51,0.5332,0,1,1,1,0.018,2,1,2,1
1.91,0.0796,0,0,1,0,0.5923,2,0,1,0
5.21,0.0512,0,1,1,2,0.3381,1,2,1,1
6.43,0.3489,1,0,0,1,1.0,3,0,0,1
4.5,0.7425,0,1,1,1,0.5557,5,0,2,1
4.44,0.1062,0,1,0,2,0.0192,3,0,2,0
5.03,0.4056,0,0,1,0,0.6867,3,0,0,0
7.14,0.0014,0,0,1,2,0.2769,1,0,0,0
6.09,0.0664,0,0,0,2,0.7962,2,2,1,1
1.58,0.4873,1,1,0,1,0.7044,5,1,2,1
1.83,0.0024,1,0,1,0,0.9181,1,0,3,0
5.16,0.088,0,0,1,2,0.5968,1,0,2,0
7.51,0.0559,1,1,1,0,0.7548,2,3,2,1
0.46,0.0991,0,1,1,2,0.5607,1,2,2,1
5.4,0.198,0,0,0,1,0.4026,4,2,1,1
5.34,0.0017,0,0,1,0,0.8164,5,1,1,0
9.55,0.1839,0,0,1,0,0.2424,0,1,0,1
5.65,0.3107,0,0,1,3,0.5409,4,1,1,1
7.34,0.0011,0,0,1,2,0.4079,3,0,3,1
6.81,0.5422,0,1,1,1,0.7605,3,1,3,1
1.81,0.2054,0,0,0,3,0.3133,3,2,0,1
8.19,0.0543,1,0,0,0,0.4478,2,1,1,1
6.97,0.3143,0,0,1,2,0.561,3,2,1,1
7.62,0.2526,0,1,1,2,0.9219,2,1,2,1
10.0,0.0332,0,0,1,2,0.4169,5,1,1,1
1.91,0.0911,0,1,1,1,0.4498,2,3,1,1
10.0,0.1016,0,0,1,1,0.2129,1,3,2,1
5.87,0.0857,0,0,0,2,0.3043,3,1,3,1
7.13,0.1304,0,1,1,1,0.6532,0,0,1,0
6.4,0.1954,0,0,0,0,0.558,4,0,1,0
5.57,0.0033,0,1,0,2,0.562,4,1,1,1
5.25,0.2534,0,1,0,2,0.9853,2,0,2,1
7.22,0.0311,0,0,1,1,0.1319,2,3,1,1
3.16,0.0002,1,1,0,1,1.0,2,2,1,1
8.15,0.0704,0,1,1,1,0.8446,1,1,2,1
5.58,0.3559,0,1,1,2,0.4686,1,0,1,0
4.01,0.0271,0,0,0,2,0.6478,3,0,0,0
5.51,0.0371,0,0,1,2,0.3793,4,4,3,1
9.27,0.0587,0,0,1,2,0.6298,1,0,2,0
5.32,0.0622,0,1,1,2,1.0,2,0,2,1
7.29,0.0121,0,0,0,1,0.3884,3,0,0,0
4.89,0.0012,0,0,0,0,0.492,3,0,2,1
8.17,0.0669,0,0,1,2,0.3608,3,3,1,0
8.01,0.0047,0,1,0,0,0.401,2,1,1,1
10.0,0.0479,1,0,0,3,0.4493,7,2,1,1
6.11,0.0235,0,0,1,2,0.2763,2,0,3,0
7.97,0.0517,0,1,0,1,0.4841,2,1,3,1
6.72,0.097,0,0,1,1,0.5636,4,1,2,0
9.35,0.153,0,0,1,1,0.4492,1,0,3,1
4.92,0.0013,0,0,1,2,0.0,3,1,1,0
8.14,0.095,0,0,1,2,0.5114,3,0,0,1
6.07,0.2588,0,0,1,0,0.5382,3,1,1,0
6.36,0.042,0,0,1,2,1.0,1,1,1,0
6.7,0.2371,0,0,1,2,0.5567,5,0,2,1
7.05,0.0417,0,1,0,0,0.7839,0,1,0,0
6.24,0.0012,0,0,1,1,0.4436,0,1,1,0
6.97,0.001,0,0,1,1,0.8745,2,0,2,0
9.97,0.0104,1,0,1,0,0.3139,4,0,0,1
8.67,0.3075,0,0,1,0,0.6762,1,0,1,0
8.41,0.1347,1,1,1,0,0.7601,1,1,0,1
5.5,0.321,0,0,0,3,0.7234,4,3,2,1
4.54,0.1815,0,0,0,0,1.0,2,1,3,0
8.6,0.0308,0,1,0,1,0.4039,2,1,2,1
8.43,0.0575,1,1,0,1,0.9034,3,2,0,1
9.74,0.1614,0,1,1,2,0.8389,6,3,1,1
5.17,0.3758,0,1,1,2,0.5624,1,3,0,0
5.99,0.2145,0,0,1,2,1.0,4,0,0,0
2.89,0.0894,0,1,1,2,0.5134,0,0,2,0
5.64,0.2867,0,1,1,1,0.5556,0,0,1,1
8.69,0.0022,0,0,1,1,0.5486,1,1,0,0
5.47,0.0643,0,1,1,2,0.2317,3,0,1,0
7.91,0.4177,0,0,1,0,0.7404,5,0,1,1
6.08,0.5365,1,1,0,2,0.7013,3,0,1,1
7.21,0.2153,0,0,1,0,0.5238,3,1,1,0
3.98,0.234,0,0,1,2,0.9906,6,1,2,0
6.69,0.0692,1,0,1,1,0.4407,4,1,1,1
0.0,0.0151,0,0,1,1,0.1176,1,0,1,0
6.09,0.2639,0,0,0,1,1.0,1,1,0,0
2.91,0.0815,0,0,0,2,0.8028,1,1,2,0
9.15,0.0001,0,1,0,1,0.7065,1,2,2,0
8.21,0.0038,0,1,1,1,0.4651,1,1,1,0
7.53,0.1265,0,0,1,1,0.6355,5,1,1,0
9.85,0.0086,0,1,0,0,0.2349,2,2,2,1
4.41,0.3372,0,0,0,0,0.4937,4,1,1,0
10.0,0.4023,0,1,1,0,0.3241,6,2,1,0
8.55,0.5637,0,0,1,2,0.6155,0,1,0,1
5.98,0.1264,0,1,1,2,0.7809,1,0,3,1
9.0,0.0489,0,1,0,1,0.2881,1,3,1,1
4.07,0.02,0,0,1,0,0.7312,2,1,1,0
4.69,0.0518,0,0,1,1,0.5999,3,1,2,0
5.16,0.0507,0,1,1,1,0.721,5,0,1,1
5.34,0.4764,0,1,1,2,0.4894,3,0,1,1
4.18,0.4443,0,0,1,1,0.726,5,1,3,0
9.19,0.8029,0,0,1,2,0.376,2,1,1,1
5.93,0.0057,0,1,0,0,0.1294,4,2,3,1
7.28,0.0865,0,1,1,1,0.1865,2,0,2,1
5.25,0.3312,0,0,1,3,0.4243,3,0,3,1
2.49,0.1267,0,1,1,0,0.1469,2,0,1,0
7.09,0.0921,0,0,0,1,0.9376,1,2,0,0
2.29,0.0211,0,1,1,1,0.5293,2,2,1,0
6.35,0.5,1,1,1,1,0.7798,3,1,1,1
3.49,0.3042,0,0,0,1,0.7468,2,1,0,0
10.0,0.0106,0,0,1,2,0.5516,2,1,0,0
8.5,0.078,1,1,1,3,1.0,2,0,1,1
6.73,0.0028,0,0,0,2,1.0,5,3,1,1
9.28,0.018,0,1,1,1,0.898,2,0,3,0
4.64,0.1848,0,1,1,3,0.3237,4,2,2,1
7.7,0.0003,0,0,1,2,0.9082,3,3,1,0
6.94,0.1495,0,1,1,1,0.1129,0,0,2,0
7.08,0.0321,0,0,1,0,0.8992,2,0,1,0
9.3,0.1392,0,1,1,2,0.0,3,2,1,1
8.11,0.0068,0,1,0,2,0.4703,0,0,0,1
7.14,0.0084,0,1,1,0,0.8523,0,1,3,0
2.86,0.0007,0,0,1,1,0.6463,4,0,2,0
4.39,0.3705,0,0,1,3,0.1804,3,0,1,0
6.23,0.3573,0,0,1,1,0.5926,2,1,1,0
6.71,0.3207,0,0,1,1,0.6464,2,0,2,0
4.01,0.2347,0,0,0,3,0.6012,5,1,1,0
10.0,0.2626,0,1,1,0,0.4482,2,3,1,1
9.84,0.1106,0,0,1,3,0.7638,2,1,0,0
7.82,0.0942,0,0,1,2,0.8362,3,1,0,0
6.66,0.033,0,0,1,1,0.5115,1,0,1,0
6.03,0.1403,0,0,0,0,0.9299,3,2,1,0
4.41,0.1699,0,1,1,0,0.5109,2,1,2,0
6.67,0.0589,0,0,1,1,0.4275,2,1,3,1
7.07,0.0434,0,0,1,2,0.8892,2,0,2,0
3.77,0.1635,0,0,0,1,0.8801,4,2,1,0
7.24,0.0169,0,0,1,2,0.395,3,2,1,0
6.16,0.0681,0,0,1,2,0.3587,3,0,1,0
2.3,0.1417,1,1,1,1,0.9911,0,1,0,1
4.61,0.0024,0,1,1,3,0.5243,4,0,3,1
5.59,0.1196,0,0,1,2,0.5508,1,0,3,0
10.0,0.1253,0,0,0,3,0.4869,3,3,3,1
7.72,0.003,0,1,1,1,0.8804,3,0,2,0
3.56,0.0031,0,0,1,2,1.0,2,0,1,0
7.57,0.0667,0,0,1,1,0.5675,1,1,2,0
3.1,0.0541,0,0,0,3,1.0,1,2,1,0
8.88,0.0091,0,1,1,1,0.4114,3,1,2,1
5.46,0.0019,0,1,1,1,0.4793,0,0,0,0
6.29,0.0449,1,0,0,1,0.7183,4,1,2,0
9.42,0.0195,0,0,0,1,0.3458,7,0,2,1
3.67,0.2609,0,1,1,1,0.7151,1,0,1,1
3.43,0.0445,0,1,1,1,0.4204,4,0,1,1
5.22,0.0026,0,1,1,2,0.164,2,2,2,1
8.78,0.0387,0,1,1,0,0.1144,4,1,3,1
3.16,0.0179,0,1,1,1,0.4691,2,3,2,1
0.27,0.0005,1,0,1,2,0.6544,6,1,3,1
5.51,0.1762,0,0,0,1,0.2097,1,1,3,1
7.71,0.3165,0,0,0,3,0.5946,3,0,3,1
9.14,0.0152,0,0,1,1,0.5954,5,2,1,0
5.48,0.5154,0,1,1,1,0.5081,4,1,1,1
5.59,0.0008,0,1,1,0,0.3184,2,2,2,1
9.04,0.398,0,1,1,3,0.6101,2,1,1,1
2.39,0.1958,0,1,1,2,0.5144,2,0,1,1
5.65,0.1526,0,0,0,2,0.7954,2,0,1,0
6.92,0.0466,0,1,1,0,0.2268,3,0,2,0
7.49,0.0092,0,0,1,3,0.5785,3,1,1,0
5.38,0.1955,0,1,1,3,0.232,2,1,2,1
6.58,0.3984,0,0,1,1,0.4907,3,2,3,1
1.03,0.0588,1,0,1,2,0.2762,5,1,1,1
5.05,0.1327,0,0,1,3,0.3207,2,0,1,0
7.5,0.7387,0,0,1,1,0.549,3,1,2,1
4.34,0.2433,0,0,1,0,0.4086,4,0,1,0
6.63,0.0057,0,0,1,2,0.9167,2,1,0,1
7.48,0.046,1,0,1,1,0.8448,3,0,2,1
5.75,0.0426,0,1,0,3,0.7512,1,1,1,0
6.88,0.31,0,1,1,1,0.7462,1,2,1,0
4.38,0.0263,0,1,1,0,0.5826,2,0,3,0
6.05,0.2681,1,1,0,1,0.8762,2,2,1,1
7.84,0.3575,1,0,1,2,0.4765,1,0,3,1
6.85,0.0377,1,1,1,0,1.0,2,1,0,0
5.21,0.0011,0,0,1,1,0.3145,4,2,1,1
6.99,0.3258,0,0,1,0,0.2678,4,0,2,0
8.07,0.4351,0,1,0,2,0.2013,1,0,0,1
1.99,0.0225,0,0,1,3,0.2448,2,2,1,0
9.05,0.0592,0,0,0,2,0.1427,1,0,2,0
5.76,0.0216,0,1,1,2,0.6035,0,1,2,0
7.44,0.203,0,1,1,1,0.7635,4,1,1,1
9.13,0.3491,0,1,1,1,0.5585,3,0,1,1
3.48,0.0003,1,0,1,1,0.2037,4,0,1,0
4.94,0.5598,0,1,1,2,0.4326,2,0,2,1
5.87,0.1354,0,1,1,2,0.7604,6,2,1,1
4.78,0.0155,0,1,0,2,0.4645,1,0,1,0
10.0,0.0317,0,1,0,3,0.3504,3,1,0,1
4.62,0.0364,0,0,0,2,0.1716,2,0,1,1
5.28,0.1052,0,0,1,0,0.4443,3,3,1,0
6.95,0.0425,0,1,1,1,0.3744,2,1,1,0
3.86,0.2875,1,1,1,3,0.5284,3,0,1,1
5.63,0.1043,1,0,1,3,0.6691,2,2,2,1
7.2,0.0961,0,1,1,1,0.4794,3,1,1,1
5.77,0.0347,1,0,1,2,0.5962,8,3,2,1
6.29,0.104,0,0,1,1,0.668,1,1,1,0
5.34,0.2237,1,0,0,0,0.2425,1,2,2,0
3.17,0.0668,1,0,1,2,1.0,6,1,1,0
7.21,0.1458,0,0,0,3,0.3646,5,1,3,1
10.0,0.188,0,1,1,1,0.6791,4,0,1,0
6.54,0.3402,0,0,1,0,0.266,0,0,1,0
7.0,0.221,1,0,1,2,0.5775,1,3,2,1
8.02,0.602,0,1,1,1,0.5867,4,0,1,1
3.71,0.0,0,0,1,0,0.9648,3,0,2,0
10.0,0.0398,0,1,1,0,0.4918,8,2,0,1
6.95,0.1728,0,1,1,0,0.8749,1,1,1,0
10.0,0.0094,0,0,0,2,0.6226,0,0,1,0
4.89,0.3838,0,1,1,1,1.0,1,2,1,0
10.0,0.0514,0,1,1,0,0.105,1,3,1,1
8.21,0.0869,0,1,1,3,0.6705,0,0,1,1
7.72,0.138,0,0,0,3,0.0,5,3,2,1
7.01,0.0018,0,0,0,0,0.5355,4,2,0,1
5.95,0.0692,0,0,1,1,0.8052,3,0,2,0
9.14,0.0064,0,1,0,1,0.9114,3,1,1,1
6.81,0.0312,0,1,1,0,0.7347,2,1,2,1
2.17,0.023,0,1,1,0,0.4774,4,0,0,0
4.04,0.4558,0,0,1,1,0.6863,2,2,0,1
6.09,0.1598,0,0,0,3,1.0,1,1,1,1
7.18,0.0028,0,0,1,3,0.5688,3,1,2,0
6.38,0.0391,0,0,1,2,0.7903,1,2,1,0
9.18,0.0007,1,1,1,2,0.4427,2,0,1,1
2.21,0.0237,1,0,1,2,0.8176,4,2,2,1
6.82,0.0468,0,0,1,1,0.7765,2,0,1,0
2.5,0.2418,0,1,1,1,0.3974,1,1,1,1
8.17,0.0297,0,0,1,2,0.7443,6,1,2,0
6.29,0.0103,0,1,0,2,0.7562,2,2,0,1
7.42,0.4423,0,0,0,0,0.735,3,1,1,0
4.6,0.0642,0,1,1,1,0.5397,3,1,1,1
9.31,0.0035,0,0,0,3,0.8573,3,0,3,0
8.79,0.0002,0,0,1,1,0.3163,2,2,1,1
7.78,0.4211,1,1,1,1,0.5524,1,0,1,1
6.22,0.0334,0,1,1,1,0.5779,3,1,3,1
7.78,0.0314,0,0,1,1,0.8428,5,0,1,0
4.94,0.12,1,1,1,0,0.3084,5,2,0,1
8.38,0.0995,0,1,0,1,0.6103,2,0,1,1
10.0,0.1095,1,0,1,2,0.4269,0,1,1,1
8.86,0.1212,0,1,0,1,0.5774,1,1,0,1
4.89,0.0231,0,0,1,2,0.6481,3,1,2,0
7.3,0.1976,0,0,0,0,0.2304,0,1,1,0
3.66,0.2966,0,0,1,0,0.866,2,1,2,1
7.76,0.1089,0,0,0,2,0.657,2,0,1,1
7.49,0.9586,0,0,1,2,0.3354,3,0,1,1
2.39,0.38,0,0,1,2,0.4647,2,2,3,0
3.94,0.0181,0,0,0,0,0.9235,2,1,1,0
5.88,0.0494,0,1,1,1,0.654,2,1,0,1
5.84,0.0041,0,1,1,2,0.3088,3,1,3,1
3.84,0.045,0,0,1,0,0.3541,3,0,0,0
7.36,0.2043,1,0,1,2,0.7062,2,3,2,1
7.05,0.4164,0,1,1,1,0.7362,5,1,2,1
6.07,0.0375,1,0,0,2,0.6407,3,0,1,1
4.84,0.619,0,0,0,2,0.4771,2,0,2,1
8.81,0.0189,0,0,1,1,0.7524,1,0,0,0
10.0,0.0008,0,1,1,1,0.472,2,1,2,1
5.44,0.0093,0,0,1,2,0.3363,3,1,2,0
5.15,0.0145,0,0,1,2,0.9467,2,2,0,0
7.58,0.1633,0,1,1,0,0.6722,5,1,1,0
5.71,0.6309,0,0,1,1,0.3538,3,1,3,1
6.19,0.038,0,0,0,1,0.5836,1,0,3,0
8.13,0.5233,0,1,0,1,0.5568,2,0,3,1
2.3,0.0009,0,0,1,0,0.4625,4,0,2,0
9.4,0.0855,0,1,0,3,0.6084,2,0,0,1
6.66,0.1769,0,0,1,1,0.3179,4,0,1,0
5.59,0.0953,0,0,1,3,0.7684,3,1,2,0
6.3,0.0855,0,0,1,2,0.5485,3,1,1,0
6.42,0.2906,0,1,0,0,0.1476,3,1,2,1
2.69,0.7081,0,0,1,0,0.493,1,3,2,1
9.79,0.3421,1,0,1,2,0.396,2,2,2,1
6.59,0.2041,0,1,1,1,0.0,3,1,1,1
7.47,0.3741,0,1,1,0,0.511,0,0,2,0
8.59,0.263,0,0,0,3,0.8092,3,1,0,1
4.25,0.9456,0,0,1,1,0.523,6,1,1,1
7.54,0.2972,1,0,1,1,0.727,5,0,2,1
5.91,0.0255,0,0,1,1,0.5521,4,1,2,1
8.36,0.4254,0,1,0,2,0.4359,3,0,1,1
1.82,0.0717,1,1,1,0,0.3671,4,1,3,1
6.28,0.6143,1,0,1,1,0.2293,0,0,1,1
5.17,0.1149,0,0,1,1,0.7814,4,1,2,0
7.45,0.0017,0,1,0,2,0.7327,6,0,2,1
7.53,0.1092,0,1,1,2,0.4804,3,1,1,0
4.94,0.0039,0,0,0,1,0.0439,1,3,1,1
4.93,0.481,0,0,1,2,0.668,1,1,1,1
6.26,0.8863,0,0,1,1,0.3238,6,0,1,0
4.53,0.0231,0,1,1,1,0.586,1,1,1,1
8.35,0.2283,0,0,0,3,0.1647,4,1,1,1
5.69,0.0047,1,1,1,1,0.573,1,3,1,1
0.1,0.1761,0,0,1,3,0.5172,2,2,2,1
5.68,0.1191,1,1,1,2,0.0,2,0,1,1
4.22,0.034,0,0,1,0,0.9545,3,1,2,0
2.91,0.2726,0,0,1,2,0.4686,1,1,2,0
3.78,0.0618,0,0,1,0,0.4852,0,0,2,0
6.74,0.2604,0,0,1,1,0.6837,2,3,1,0
9.42,0.0015,0,0,1,2,0.5373,2,2,1,0
7.19,0.1487,0,1,0,2,0.641,5,0,2,0
5.17,0.1239,0,0,0,1,0.2639,2,1,1,0
7.5,0.0366,0,0,1,2,0.5145,4,1,1,1
5.49,0.5018,0,0,0,3,0.0727,3,1,3,1
4.97,0.0153,0,0,1,0,0.4906,3,2,3,0
3.96,0.0009,0,0,1,2,0.9113,4,1,0,0
2.65,0.0601,1,0,0,1,0.1735,3,2,2,0
5.64,0.0247,1,0,0,0,0.4623,2,4,1,1
6.85,0.0039,0,0,0,3,0.019,0,0,1,0
6.29,0.2851,0,0,0,1,0.552,2,1,1,1
5.58,0.0162,0,0,1,2,0.6665,1,0,1,0
4.42,0.0434,0,0,1,1,0.6459,3,1,1,0
7.84,0.0003,0,1,1,1,0.3995,4,0,1,1
3.6,0.3375,1,0,0,2,0.014,1,0,2,1
8.21,0.3358,0,0,1,0,0.2396,3,1,1,1
4.3,0.3106,0,1,0,1,0.8641,0,0,1,0
4.84,0.0348,0,0,1,3,0.7697,2,1,2,0
3.27,0.2868,0,0,0,3,0.5272,1,0,3,1
5.4,0.0029,0,0,1,1,0.5906,5,0,2,0
8.65,0.0546,0,1,0,0,0.2931,3,0,1,1
7.63,0.0126,0,1,1,1,0.8727,1,0,2,1
8.65,0.0352,0,1,0,2,0.3702,2,3,1,0
7.65,0.0383,0,1,0,0,0.6593,3,2,2,1
4.07,0.3009,0,1,1,0,0.218,3,0,0,1
5.77,0.2149,0,1,1,2,0.5054,3,1,2,1
4.78,0.48,0,0,1,1,0.8621,2,1,2,0
9.43,0.0086,0,0,1,0,0.3133,0,1,0,0
3.87,0.5686,0,1,1,0,0.7373,0,1,2,0
8.47,0.4499,0,1,1,2,0.2798,3,1,0,1
8.46,0.0465,0,0,1,1,0.3245,1,1,1,0
10.0,0.1013,0,0,1,0,0.5478,0,0,2,0
5.6,0.2112,0,1,0,2,0.7929,2,1,0,1
8.07,0.0663,0,0,1,2,0.4755,1,2,2,1
10.0,0.0788,0,0,1,0,0.7046,2,1,1,0
5.14,0.4593,0,1,1,1,0.836,3,0,1,0
3.12,0.3402,0,0,1,1,0.3572,3,1,2,0
2.36,0.0002,0,0,1,1,0.1687,5,1,0,1
8.07,0.8008,0,1,1,1,0.4611,2,1,1,1
2.36,0.2594,0,0,0,1,0.8683,5,1,3,0
5.68,0.0419,0,1,0,2,0.3468,5,0,2,1
7.46,0.0009,0,1,0,1,0.8037,2,0,2,0
6.91,0.0826,0,1,1,1,0.4844,2,4,1,1
7.44,0.0452,0,1,0,0,0.9891,4,2,2,0
6.99,0.0407,0,0,1,3,1.0,6,3,2,1
9.31,0.5602,0,0,0,0,0.8079,5,1,3,0
4.4,0.0986,0,1,0,2,0.1383,2,0,1,1
5.01,0.0255,0,0,0,0,0.0,4,1,2,0
4.8,0.6572,0,0,0,2,0.5653,2,2,1,1
8.33,0.1939,0,1,1,0,0.7767,1,4,0,0
8.48,0.3013,0,1,1,1,0.6753,2,0,1,1
7.49,0.0362,1,1,1,2,0.3691,1,0,2,1
9.1,0.5901,0,1,1,1,0.1785,2,3,1,1
3.91,0.466,1,1,1,1,0.7824,1,0,0,1
10.0,0.1005,0,1,1,0,1.0,3,1,1,0
9.85,0.009,0,0,1,1,0.3825,2,1,1,0
8.12,0.0289,0,0,1,2,0.7563,0,2,1,0
10.0,0.402,0,1,0,0,1.0,3,1,3,1
2.86,0.1833,0,0,1,0,0.5026,1,2,2,0
5.35,0.0655,0,1,0,1,0.5076,1,4,1,1
4.88,0.102,0,1,1,0,0.6899,2,0,1,0
8.09,0.002,1,1,1,0,0.4789,4,0,3,1
4.19,0.0017,0,1,1,1,0.8848,2,0,2,0
8.17,0.0399,0,1,1,0,0.449,1,1,2,0
9.52,0.0,0,0,0,2,0.5422,5,2,1,1
8.03,0.1961,0,0,1,0,0.1894,6,1,2,0
7.12,0.0917,0,0,1,2,0.4911,3,1,2,0
4.33,0.2543,0,0,0,2,0.2981,3,0,1,0
4.64,0.1487,0,0,1,0,0.6365,2,3,2,0
9.25,0.1145,0,1,1,0,0.1339,5,0,0,1
8.21,0.2507,0,0,0,0,0.795,1,1,3,1
6.41,0.368,0,0,0,1,0.3322,2,1,3,1
5.58,0.1189,0,0,1,2,0.996,1,1,1,0
2.04,0.0619,0,0,1,2,0.8927,2,1,3,0
4.14,0.0031,1,0,0,1,0.6839,1,0,2,0
10.0,0.036,0,0,1,0,0.1655,1,0,3,0
3.68,0.3659,0,1,1,2,0.393,4,2,3,1
6.92,0.0089,0,0,1,1,0.3259,1,1,1,0
8.72,0.0047,0,0,1,3,0.3572,0,1,1,1
3.74,0.4836,0,0,0,1,0.9442,2,2,1,0
6.91,0.051,0,1,1,1,0.5118,1,1,0,1
8.56,0.5118,0,1,0,2,0.3855,2,0,1,1
6.53,0.1307,0,1,1,1,0.363,1,1,1,0
10.0,0.1974,0,1,1,2,0.417,1,5,1,1
2.83,0.0002,0,0,1,1,0.6832,2,1,1,0
8.83,0.002,0,0,1,2,0.1432,5,0,0,1
6.12,0.0421,0,0,1,3,0.5745,4,1,1,1
8.2,0.0039,0,1,0,1,0.6559,6,0,1,1
7.47,0.3019,0,0,1,1,0.1162,5,1,2,1
4.89,0.309,0,1,0,2,0.1956,2,0,3,1
7.0,0.0107,0,0,1,3,0.5381,2,0,1,0
2.41,0.3167,0,0,1,2,0.9102,5,0,2,0
7.83,0.0528,0,0,1,3,0.8507,4,1,2,1
7.16,0.0282,0,1,1,1,0.3979,3,0,1,1
7.91,0.0145,0,0,0,3,0.9023,4,0,2,1
8.83,0.009,1,1,0,0,0.4701,1,0,3,1
7.31,0.1304,0,0,1,1,0.4679,2,0,1,0
6.83,0.571,0,0,1,1,0.5735,2,4,0,0
4.56,0.0035,0,0,0,2,0.7599,3,0,2,0
4.93,0.0119,0,0,0,1,0.3978,2,2,1,0
9.11,0.1806,0,0,0,3,0.4505,3,3,1,1
9.66,0.3039,0,0,1,3,0.238,2,0,3,1
5.98,0.0602,0,0,1,2,0.6378,2,1,2,0
6.6,0.0128,1,1,1,0,0.7833,4,0,1,1
4.51,0.0732,0,0,1,0,0.7987,0,0,2,0
9.08,0.0448,0,0,1,1,0.2084,4,2,2,1
7.96,0.0782,0,1,0,2,0.4543,2,0,1,1
10.0,0.2307,0,1,1,0,0.8614,1,2,0,1
4.57,0.3935,1,0,1,2,0.608,3,1,2,1
5.67,0.1406,1,1,0,1,0.5585,3,2,0,1
7.01,0.0409,0,1,1,2,0.5526,0,1,1,0
7.92,0.0216,0,0,1,1,0.6854,4,0,1,0
6.03,0.1293,0,0,1,2,0.6215,1,1,3,0
4.58,0.0235,0,0,1,0,0.4062,3,0,0,0
8.44,0.1008,0,0,1,1,0.7703,3,1,0,0
